state,yr,qtr,index_nsa,index_sa,date
IA,2022,4,330.53,330.76,10/1/2022
IA,2023,1,333.25,335.26,1/1/2023
IA,2023,2,345,339.39,4/1/2023
IA,2023,3,350.51,345.3,7/1/2023
IA,2023,4,350.19,350.54,10/1/2023
IA,2024,1,352.66,354.75,1/1/2024
IA,2024,2,365.14,359.06,4/1/2024
IA,2024,3,366.8,361.41,7/1/2024
ID,1991,1,100,100,1/1/1991
ID,1991,2,101.64,100.96,4/1/1991
ID,1991,3,103.95,102.93,7/1/1991
ID,1991,4,106.39,105.59,10/1/1991
ID,1992,1,107.44,107.46,1/1/1992
ID,1992,2,110.14,109.39,4/1/1992
ID,1992,3,112.38,111.25,7/1/1992
ID,1992,4,115.05,114.2,10/1/1992
ID,1993,1,116.74,116.8,1/1/1993
ID,1993,2,119.44,118.59,4/1/1993
ID,1993,3,124.65,123.35,7/1/1993
ID,1993,4,125.38,124.5,10/1/1993
ID,1994,1,126.52,126.63,1/1/1994
ID,1994,2,130.7,129.74,4/1/1994
ID,1994,3,133.02,131.56,7/1/1994
ID,1994,4,133.1,132.24,10/1/1994
ID,1995,1,133.96,134.1,1/1/1995
ID,1995,2,135.79,134.74,4/1/1995
ID,1995,3,137.14,135.57,7/1/1995
ID,1995,4,137.65,136.92,10/1/1995
ID,1996,1,136.8,136.9,1/1/1996
ID,1996,2,138.41,137.29,4/1/1996
ID,1996,3,139.67,138.04,7/1/1996
ID,1996,4,139.91,139.32,10/1/1996
ID,1997,1,139.2,139.23,1/1/1997
ID,1997,2,140.9,139.67,4/1/1997
ID,1997,3,142.48,140.85,7/1/1997
ID,1997,4,141.51,141.06,10/1/1997
ID,1998,1,142.31,142.26,1/1/1998
ID,1998,2,144.44,143.07,4/1/1998
ID,1998,3,145.48,143.84,7/1/1998
ID,1998,4,144.7,144.37,10/1/1998
ID,1999,1,146.19,146.12,1/1/1999
ID,1999,2,149.03,147.49,4/1/1999
ID,1999,3,149.71,148.02,7/1/1999
ID,1999,4,149.83,149.65,10/1/1999
ID,2000,1,150.82,150.73,1/1/2000
ID,2000,2,152.5,150.85,4/1/2000
ID,2000,3,152.1,150.29,7/1/2000
ID,2000,4,153.88,153.78,10/1/2000
ID,2001,1,155.19,155.18,1/1/2001
ID,2001,2,158.68,156.96,4/1/2001
ID,2001,3,159.42,157.32,7/1/2001
ID,2001,4,158.25,158.26,10/1/2001
ID,2002,1,158.53,158.58,1/1/2002
ID,2002,2,162.43,160.75,4/1/2002
ID,2002,3,164.51,162.11,7/1/2002
ID,2002,4,163.98,164.03,10/1/2002
ID,2003,1,166.74,166.96,1/1/2003
ID,2003,2,169.49,167.7,4/1/2003
ID,2003,3,174.04,171.39,7/1/2003
ID,2003,4,173.48,173.54,10/1/2003
ID,2004,1,176.27,176.62,1/1/2004
ID,2004,2,184.92,182.85,4/1/2004
ID,2004,3,192.21,189.37,7/1/2004
ID,2004,4,192.73,192.72,10/1/2004
ID,2005,1,200.24,200.76,1/1/2005
ID,2005,2,209.08,206.53,4/1/2005
ID,2005,3,219.99,216.91,7/1/2005
ID,2005,4,228.43,228.46,10/1/2005
ID,2006,1,235.18,235.8,1/1/2006
ID,2006,2,248.8,245.5,4/1/2006
ID,2006,3,252.64,249.3,7/1/2006
ID,2006,4,257.22,257.22,10/1/2006
ID,2007,1,258.54,259.5,1/1/2007
ID,2007,2,266.27,262.35,4/1/2007
ID,2007,3,263.82,260.33,7/1/2007
ID,2007,4,259.33,259.32,10/1/2007
ID,2008,1,257.82,259.26,1/1/2008
ID,2008,2,253.3,249.4,4/1/2008
ID,2008,3,248.11,244.35,7/1/2008
ID,2008,4,235.1,235.17,10/1/2008
ID,2009,1,234.4,236.36,1/1/2009
ID,2009,2,234.91,231.24,4/1/2009
ID,2009,3,226.9,222.64,7/1/2009
ID,2009,4,216.55,216.9,10/1/2009
ID,2010,1,206.38,208.62,1/1/2010
ID,2010,2,207.33,204.17,4/1/2010
ID,2010,3,200.45,195.86,7/1/2010
ID,2010,4,188.36,188.98,10/1/2010
ID,2011,1,177.91,180.21,1/1/2011
ID,2011,2,180.26,177.52,4/1/2011
ID,2011,3,186.06,181.26,7/1/2011
ID,2011,4,182.11,182.96,10/1/2011
ID,2012,1,181.82,184.36,1/1/2012
ID,2012,2,198.02,195,4/1/2012
ID,2012,3,203.24,197.74,7/1/2012
ID,2012,4,200.13,201.28,10/1/2012
ID,2013,1,204.13,206.86,1/1/2013
ID,2013,2,213.32,210.06,4/1/2013
ID,2013,3,222.02,216.12,7/1/2013
ID,2013,4,215,216.34,10/1/2013
ID,2014,1,218.33,220.86,1/1/2014
ID,2014,2,225.93,222.47,4/1/2014
ID,2014,3,229.26,223.69,7/1/2014
ID,2014,4,225.43,226.66,10/1/2014
ID,2015,1,227.28,229.5,1/1/2015
ID,2015,2,241.84,238.1,4/1/2015
ID,2015,3,243.26,238.14,7/1/2015
ID,2015,4,248.03,249,10/1/2015
ID,2016,1,249.34,251.3,1/1/2016
ID,2016,2,258.3,254.3,4/1/2016
ID,2016,3,266.8,262.11,7/1/2016
ID,2016,4,265.18,265.75,10/1/2016
ID,2017,1,272.39,273.99,1/1/2017
ID,2017,2,284.3,280.03,4/1/2017
ID,2017,3,289.48,285.12,7/1/2017
ID,2017,4,296.74,297.08,10/1/2017
ID,2018,1,302.98,304.3,1/1/2018
ID,2018,2,320.42,315.56,4/1/2018
ID,2018,3,330.84,326.44,7/1/2018
ID,2018,4,333.7,334.09,10/1/2018
ID,2019,1,344.41,345.65,1/1/2019
ID,2019,2,358.42,352.55,4/1/2019
ID,2019,3,367.23,362.68,7/1/2019
ID,2019,4,376.77,377.7,10/1/2019
ID,2020,1,388.8,390.24,1/1/2020
ID,2020,2,400.15,392.6,4/1/2020
ID,2020,3,425.42,420.4,7/1/2020
ID,2020,4,453.54,455.59,10/1/2020
ID,2021,1,483.68,485.39,1/1/2021
ID,2021,2,540.22,528.99,4/1/2021
ID,2021,3,569.58,562.69,7/1/2021
ID,2021,4,578.77,582.82,10/1/2021
ID,2022,1,603.29,605.29,1/1/2022
ID,2022,2,641.81,627.54,4/1/2022
ID,2022,3,613.27,605.4,7/1/2022
ID,2022,4,593.98,599.61,10/1/2022
ID,2023,1,596.52,598.09,1/1/2023
ID,2023,2,619.05,604.88,4/1/2023
ID,2023,3,617.2,608.89,7/1/2023
ID,2023,4,603.88,610.66,10/1/2023
ID,2024,1,628.46,629.6,1/1/2024
ID,2024,2,628.16,613.82,4/1/2024
ID,2024,3,642.19,633.19,7/1/2024
IL,1991,1,100,100,1/1/1991
IL,1991,2,100.87,100.39,4/1/1991
IL,1991,3,101.93,101.26,7/1/1991
IL,1991,4,102.6,102.28,10/1/1991
IL,1992,1,103.3,103.35,1/1/1992
IL,1992,2,104.83,104.31,4/1/1992
IL,1992,3,105.66,104.92,7/1/1992
IL,1992,4,106.92,106.6,10/1/1992
IL,1993,1,107.24,107.37,1/1/1993
IL,1993,2,109,108.39,4/1/1993
IL,1993,3,110.79,109.93,7/1/1993
IL,1993,4,110.96,110.72,10/1/1993
IL,1994,1,112.44,112.67,1/1/1994
IL,1994,2,114.59,113.84,4/1/1994
IL,1994,3,115.46,114.55,7/1/1994
IL,1994,4,115.65,115.41,10/1/1994
IL,1995,1,115.66,116,1/1/1995
IL,1995,2,118.11,117.25,4/1/1995
IL,1995,3,119.32,118.34,7/1/1995
IL,1995,4,119.14,118.94,10/1/1995
IL,1996,1,119.72,120.09,1/1/1996
IL,1996,2,121.88,120.97,4/1/1996
IL,1996,3,122.35,121.38,7/1/1996
IL,1996,4,122.45,122.18,10/1/1996
IL,1997,1,122.07,122.46,1/1/1997
IL,1997,2,124.02,123.15,4/1/1997
IL,1997,3,124.82,123.78,7/1/1997
IL,1997,4,124.62,124.36,10/1/1997
IL,1998,1,125.06,125.42,1/1/1998
IL,1998,2,126.89,126.08,4/1/1998
IL,1998,3,128.57,127.43,7/1/1998
IL,1998,4,129.57,129.32,10/1/1998
IL,1999,1,130.52,130.92,1/1/1999
IL,1999,2,133.39,132.57,4/1/1999
IL,1999,3,135.78,134.47,7/1/1999
IL,1999,4,136.51,136.34,10/1/1999
IL,2000,1,137.91,138.36,1/1/2000
IL,2000,2,141.53,140.61,4/1/2000
IL,2000,3,144.44,143,7/1/2000
IL,2000,4,145.37,145.23,10/1/2000
IL,2001,1,147.43,147.99,1/1/2001
IL,2001,2,151.55,150.46,4/1/2001
IL,2001,3,154.32,152.77,7/1/2001
IL,2001,4,155.05,154.9,10/1/2001
IL,2002,1,156.9,157.6,1/1/2002
IL,2002,2,161.43,160.18,4/1/2002
IL,2002,3,164.43,162.8,7/1/2002
IL,2002,4,166.05,165.84,10/1/2002
IL,2003,1,167.53,168.4,1/1/2003
IL,2003,2,172.87,171.45,4/1/2003
IL,2003,3,175.98,174.24,7/1/2003
IL,2003,4,178.04,177.8,10/1/2003
IL,2004,1,179.32,180.33,1/1/2004
IL,2004,2,184.84,183.25,4/1/2004
IL,2004,3,188.38,186.51,7/1/2004
IL,2004,4,189.21,188.96,10/1/2004
IL,2005,1,191.23,192.38,1/1/2005
IL,2005,2,197.49,195.69,4/1/2005
IL,2005,3,201.2,199.24,7/1/2005
IL,2005,4,202.86,202.52,10/1/2005
IL,2006,1,204.21,205.62,1/1/2006
IL,2006,2,209.71,207.7,4/1/2006
IL,2006,3,210.28,208.22,7/1/2006
IL,2006,4,208.73,208.21,10/1/2006
IL,2007,1,210.48,212.25,1/1/2007
IL,2007,2,211.52,209.54,4/1/2007
IL,2007,3,209.94,207.55,7/1/2007
IL,2007,4,206.18,205.6,10/1/2007
IL,2008,1,200.08,202.22,1/1/2008
IL,2008,2,199.97,198.06,4/1/2008
IL,2008,3,195.77,193.11,7/1/2008
IL,2008,4,189.47,188.97,10/1/2008
IL,2009,1,182.49,184.93,1/1/2009
IL,2009,2,183.61,181.8,4/1/2009
IL,2009,3,184.7,181.64,7/1/2009
IL,2009,4,179.38,179.16,10/1/2009
IL,2010,1,175.31,178.13,1/1/2010
IL,2010,2,178.82,176.71,4/1/2010
IL,2010,3,176.36,173.08,7/1/2010
IL,2010,4,171.44,171.56,10/1/2010
IL,2011,1,164.6,167.61,1/1/2011
IL,2011,2,165.91,163.58,4/1/2011
IL,2011,3,167.94,164.52,7/1/2011
IL,2011,4,160.85,161.4,10/1/2011
IL,2012,1,158.63,161.76,1/1/2012
IL,2012,2,165.21,162.44,4/1/2012
IL,2012,3,166.8,163.3,7/1/2012
IL,2012,4,161.88,162.77,10/1/2012
IL,2013,1,161.88,165.18,1/1/2013
IL,2013,2,171.37,168.14,4/1/2013
IL,2013,3,172.93,169.4,7/1/2013
IL,2013,4,170.53,171.62,10/1/2013
IL,2014,1,168.89,172.28,1/1/2014
IL,2014,2,176.76,173.25,4/1/2014
IL,2014,3,178.35,174.92,7/1/2014
IL,2014,4,174.68,175.83,10/1/2014
IL,2015,1,173.78,177,1/1/2015
IL,2015,2,182.41,178.78,4/1/2015
IL,2015,3,182.72,179.53,7/1/2015
IL,2015,4,179.27,180.43,10/1/2015
IL,2016,1,178.58,181.44,1/1/2016
IL,2016,2,186.88,183.36,4/1/2016
IL,2016,3,189.03,185.98,7/1/2016
IL,2016,4,187.26,188.53,10/1/2016
IL,2017,1,188.02,190.48,1/1/2017
IL,2017,2,193.32,189.83,4/1/2017
IL,2017,3,194.66,191.88,7/1/2017
IL,2017,4,192.32,193.58,10/1/2017
IL,2018,1,193.52,195.62,1/1/2018
IL,2018,2,200.15,196.68,4/1/2018
IL,2018,3,200.18,197.62,7/1/2018
IL,2018,4,196.88,198.05,10/1/2018
IL,2019,1,197.95,199.87,1/1/2019
IL,2019,2,204.87,201.4,4/1/2019
IL,2019,3,204.44,202.04,7/1/2019
IL,2019,4,203.18,204.28,10/1/2019
IL,2020,1,204.68,206.57,1/1/2020
IL,2020,2,210,206.45,4/1/2020
IL,2020,3,216.34,213.84,7/1/2020
IL,2020,4,219.89,221.16,10/1/2020
IL,2021,1,225.16,227.21,1/1/2021
IL,2021,2,237.53,233.41,4/1/2021
IL,2021,3,244.47,241.52,7/1/2021
IL,2021,4,246.68,248.49,10/1/2021
IL,2022,1,254.58,256.81,1/1/2022
IL,2022,2,267.07,262.24,4/1/2022
IL,2022,3,267.04,263.76,7/1/2022
IL,2022,4,263.91,266.14,10/1/2022
IL,2023,1,266.39,268.62,1/1/2023
IL,2023,2,281.75,276.59,4/1/2023
IL,2023,3,287.29,283.68,7/1/2023
IL,2023,4,286.85,289.5,10/1/2023
IL,2024,1,293.29,295.56,1/1/2024
IL,2024,2,304.79,299.28,4/1/2024
IL,2024,3,307.81,303.96,7/1/2024
IN,1991,1,100,100,1/1/1991
IN,1991,2,100.63,99.88,4/1/1991
IN,1991,3,101.04,100.52,7/1/1991
IN,1991,4,101.71,101.4,10/1/1991
IN,1992,1,102.33,102.33,1/1/1992
IN,1992,2,104.55,103.77,4/1/1992
IN,1992,3,105.4,104.86,7/1/1992
IN,1992,4,106.06,105.74,10/1/1992
IN,1993,1,106.98,107.01,1/1/1993
IN,1993,2,109.19,108.35,4/1/1993
IN,1993,3,110.28,109.71,7/1/1993
IN,1993,4,111.68,111.32,10/1/1993
IN,1994,1,112.47,112.53,1/1/1994
IN,1994,2,114.35,113.45,4/1/1994
IN,1994,3,115.21,114.62,7/1/1994
IN,1994,4,116.49,116.1,10/1/1994
IN,1995,1,117.83,117.93,1/1/1995
IN,1995,2,119.14,118.19,4/1/1995
IN,1995,3,120.77,120.16,7/1/1995
IN,1995,4,121.15,120.71,10/1/1995
IN,1996,1,122.01,122.14,1/1/1996
IN,1996,2,124.79,123.82,4/1/1996
IN,1996,3,125.68,125.01,7/1/1996
IN,1996,4,126.2,125.74,10/1/1996
IN,1997,1,125.9,126.03,1/1/1997
IN,1997,2,128.04,127.1,4/1/1997
IN,1997,3,128.61,127.87,7/1/1997
IN,1997,4,129.27,128.84,10/1/1997
IN,1998,1,129.77,129.85,1/1/1998
IN,1998,2,131.91,131.01,4/1/1998
IN,1998,3,132.76,131.94,7/1/1998
IN,1998,4,134.48,134.1,10/1/1998
IN,1999,1,134.83,134.83,1/1/1999
IN,1999,2,136.64,135.77,4/1/1999
IN,1999,3,138.63,137.71,7/1/1999
IN,1999,4,138.21,137.89,10/1/1999
IN,2000,1,140.62,140.56,1/1/2000
IN,2000,2,141.86,140.99,4/1/2000
IN,2000,3,142.99,141.97,7/1/2000
IN,2000,4,142.42,142.16,10/1/2000
IN,2001,1,143.73,143.69,1/1/2001
IN,2001,2,145.31,144.4,4/1/2001
IN,2001,3,145.94,144.79,7/1/2001
IN,2001,4,147.14,146.95,10/1/2001
IN,2002,1,147.36,147.42,1/1/2002
IN,2002,2,148.94,147.93,4/1/2002
IN,2002,3,149.91,148.64,7/1/2002
IN,2002,4,149.25,149.06,10/1/2002
IN,2003,1,150.7,150.99,1/1/2003
IN,2003,2,152.89,151.72,4/1/2003
IN,2003,3,154.4,152.96,7/1/2003
IN,2003,4,154.62,154.48,10/1/2003
IN,2004,1,154.62,155.13,1/1/2004
IN,2004,2,158.56,157.23,4/1/2004
IN,2004,3,160.16,158.48,7/1/2004
IN,2004,4,159.2,159.16,10/1/2004
IN,2005,1,159.74,160.47,1/1/2005
IN,2005,2,163.02,161.54,4/1/2005
IN,2005,3,164.4,162.45,7/1/2005
IN,2005,4,164.56,164.71,10/1/2005
IN,2006,1,163.93,164.82,1/1/2006
IN,2006,2,167.63,166.01,4/1/2006
IN,2006,3,168.53,166.4,7/1/2006
IN,2006,4,166.48,166.66,10/1/2006
IN,2007,1,166.77,167.88,1/1/2007
IN,2007,2,169.87,168.11,4/1/2007
IN,2007,3,170.32,168.09,7/1/2007
IN,2007,4,164.59,164.71,10/1/2007
IN,2008,1,163.06,164.42,1/1/2008
IN,2008,2,163.15,161.32,4/1/2008
IN,2008,3,163.9,161.71,7/1/2008
IN,2008,4,156.96,156.9,10/1/2008
IN,2009,1,156.9,158.57,1/1/2009
IN,2009,2,159.89,157.94,4/1/2009
IN,2009,3,158.58,156.47,7/1/2009
IN,2009,4,157.93,157.69,10/1/2009
IN,2010,1,154.36,156.3,1/1/2010
IN,2010,2,158.61,156.55,4/1/2010
IN,2010,3,158.3,156.22,7/1/2010
IN,2010,4,155.37,154.99,10/1/2010
IN,2011,1,150.79,152.88,1/1/2011
IN,2011,2,156.28,154.2,4/1/2011
IN,2011,3,157.05,154.95,7/1/2011
IN,2011,4,155.76,155.4,10/1/2011
IN,2012,1,152.62,154.72,1/1/2012
IN,2012,2,158.16,156.09,4/1/2012
IN,2012,3,157.83,155.64,7/1/2012
IN,2012,4,158.01,157.78,10/1/2012
IN,2013,1,158.29,160.34,1/1/2013
IN,2013,2,163.06,160.97,4/1/2013
IN,2013,3,165.8,163.46,7/1/2013
IN,2013,4,163.77,163.7,10/1/2013
IN,2014,1,163.09,164.97,1/1/2014
IN,2014,2,167.17,165.07,4/1/2014
IN,2014,3,169.37,167.05,7/1/2014
IN,2014,4,167.97,168.01,10/1/2014
IN,2015,1,168.58,170.33,1/1/2015
IN,2015,2,174.16,172,4/1/2015
IN,2015,3,175.07,172.76,7/1/2015
IN,2015,4,174.58,174.69,10/1/2015
IN,2016,1,174.3,175.92,1/1/2016
IN,2016,2,181.66,179.42,4/1/2016
IN,2016,3,184.57,182.24,7/1/2016
IN,2016,4,184.36,184.52,10/1/2016
IN,2017,1,184.4,185.95,1/1/2017
IN,2017,2,190.7,188.35,4/1/2017
IN,2017,3,193.33,191,7/1/2017
IN,2017,4,195.62,195.84,10/1/2017
IN,2018,1,198.2,199.68,1/1/2018
IN,2018,2,205.42,202.92,4/1/2018
IN,2018,3,207.87,205.42,7/1/2018
IN,2018,4,208.01,208.37,10/1/2018
IN,2019,1,211.57,213,1/1/2019
IN,2019,2,218.07,215.39,4/1/2019
IN,2019,3,223,220.34,7/1/2019
IN,2019,4,222.56,223.15,10/1/2019
IN,2020,1,227.73,229.2,1/1/2020
IN,2020,2,235.04,232.01,4/1/2020
IN,2020,3,243.08,240.14,7/1/2020
IN,2020,4,250.23,251.1,10/1/2020
IN,2021,1,257.65,259.39,1/1/2021
IN,2021,2,272.93,269.16,4/1/2021
IN,2021,3,281.62,278.19,7/1/2021
IN,2021,4,286.79,287.93,10/1/2021
IN,2022,1,297.8,300.02,1/1/2022
IN,2022,2,313.49,308.84,4/1/2022
IN,2022,3,316.81,312.94,7/1/2022
IN,2022,4,313.57,314.93,10/1/2022
IN,2023,1,315.6,318.14,1/1/2023
IN,2023,2,333.21,328.01,4/1/2023
IN,2023,3,337.11,332.99,7/1/2023
IN,2023,4,338.58,340.12,10/1/2023
IN,2024,1,341.87,344.75,1/1/2024
IN,2024,2,354.66,349,4/1/2024
IN,2024,3,358.62,354.18,7/1/2024
KS,1991,1,100,100,1/1/1991
KS,1991,2,100.07,99.71,4/1/1991
KS,1991,3,100.21,99.52,7/1/1991
KS,1991,4,100.96,100.79,10/1/1991
KS,1992,1,101.66,101.68,1/1/1992
KS,1992,2,102.16,101.77,4/1/1992
KS,1992,3,104.18,103.45,7/1/1992
KS,1992,4,104.37,104.21,10/1/1992
KS,1993,1,105.33,105.4,1/1/1993
KS,1993,2,107.07,106.61,4/1/1993
KS,1993,3,109.58,108.78,7/1/1993
KS,1993,4,110.99,110.84,10/1/1993
KS,1994,1,112.21,112.34,1/1/1994
KS,1994,2,115.25,114.71,4/1/1994
KS,1994,3,116.43,115.55,7/1/1994
KS,1994,4,116.52,116.38,10/1/1994
KS,1995,1,118.63,118.84,1/1/1995
KS,1995,2,120.52,119.88,4/1/1995
KS,1995,3,122.44,121.53,7/1/1995
KS,1995,4,123.42,123.28,10/1/1995
KS,1996,1,124.15,124.38,1/1/1996
KS,1996,2,126.55,125.86,4/1/1996
KS,1996,3,127.59,126.66,7/1/1996
KS,1996,4,127.54,127.4,10/1/1996
KS,1997,1,127.61,127.81,1/1/1997
KS,1997,2,130.62,129.91,4/1/1997
KS,1997,3,132.76,131.81,7/1/1997
KS,1997,4,133.26,133.14,10/1/1997
KS,1998,1,135.56,135.73,1/1/1998
KS,1998,2,137,136.26,4/1/1998
KS,1998,3,139.64,138.65,7/1/1998
KS,1998,4,142.72,142.62,10/1/1998
KS,1999,1,144.61,144.77,1/1/1999
KS,1999,2,146.73,145.9,4/1/1999
KS,1999,3,148.29,147.26,7/1/1999
KS,1999,4,147.66,147.6,10/1/1999
KS,2000,1,150.23,150.41,1/1/2000
KS,2000,2,152.66,151.72,4/1/2000
KS,2000,3,154.41,153.33,7/1/2000
KS,2000,4,154.15,154.15,10/1/2000
KS,2001,1,155.66,155.91,1/1/2001
KS,2001,2,159.4,158.28,4/1/2001
KS,2001,3,160.89,159.76,7/1/2001
KS,2001,4,162.25,162.3,10/1/2001
KS,2002,1,162.53,162.92,1/1/2002
KS,2002,2,165.5,164.14,4/1/2002
KS,2002,3,166.92,165.77,7/1/2002
KS,2002,4,167.25,167.35,10/1/2002
KS,2003,1,168.79,169.32,1/1/2003
KS,2003,2,171.21,169.63,4/1/2003
KS,2003,3,174.04,172.86,7/1/2003
KS,2003,4,174.08,174.23,10/1/2003
KS,2004,1,175.42,176.07,1/1/2004
KS,2004,2,180.31,178.52,4/1/2004
KS,2004,3,180.27,179.02,7/1/2004
KS,2004,4,180.91,181.09,10/1/2004
KS,2005,1,182.23,183,1/1/2005
KS,2005,2,187.27,185.31,4/1/2005
KS,2005,3,187.81,186.51,7/1/2005
KS,2005,4,187.99,188.16,10/1/2005
KS,2006,1,190.98,191.87,1/1/2006
KS,2006,2,194.14,192.1,4/1/2006
KS,2006,3,195.68,194.33,7/1/2006
KS,2006,4,195.45,195.43,10/1/2006
KS,2007,1,196.41,197.55,1/1/2007
KS,2007,2,200.76,198.66,4/1/2007
KS,2007,3,200.89,199.5,7/1/2007
KS,2007,4,198.83,198.49,10/1/2007
KS,2008,1,195.69,197.13,1/1/2008
KS,2008,2,198.71,196.72,4/1/2008
KS,2008,3,195.93,194.44,7/1/2008
KS,2008,4,194.69,194.03,10/1/2008
KS,2009,1,193.3,195.19,1/1/2009
KS,2009,2,194.75,192.86,4/1/2009
KS,2009,3,195.03,193.29,7/1/2009
KS,2009,4,195.47,194.61,10/1/2009
KS,2010,1,188.51,190.78,1/1/2010
KS,2010,2,195.62,193.77,4/1/2010
KS,2010,3,191.8,189.68,7/1/2010
KS,2010,4,189.25,188.49,10/1/2010
KS,2011,1,181.99,184.47,1/1/2011
KS,2011,2,185.65,183.85,4/1/2011
KS,2011,3,187.1,184.65,7/1/2011
KS,2011,4,185.52,185.07,10/1/2011
KS,2012,1,183.06,185.64,1/1/2012
KS,2012,2,188.93,187,4/1/2012
KS,2012,3,193.63,190.76,7/1/2012
KS,2012,4,190.85,190.96,10/1/2012
KS,2013,1,186.64,189.1,1/1/2013
KS,2013,2,194.54,192.37,4/1/2013
KS,2013,3,196.57,193.57,7/1/2013
KS,2013,4,191.63,192.27,10/1/2013
KS,2014,1,195.85,198.09,1/1/2014
KS,2014,2,201.64,199.13,4/1/2014
KS,2014,3,203.18,200.22,7/1/2014
KS,2014,4,200.52,201.68,10/1/2014
KS,2015,1,201.76,203.65,1/1/2015
KS,2015,2,207.94,205.05,4/1/2015
KS,2015,3,210.05,207.44,7/1/2015
KS,2015,4,206.99,208.34,10/1/2015
KS,2016,1,211.23,212.87,1/1/2016
KS,2016,2,218.65,215.42,4/1/2016
KS,2016,3,219.29,216.96,7/1/2016
KS,2016,4,220.08,221.55,10/1/2016
KS,2017,1,220.39,221.79,1/1/2017
KS,2017,2,228.75,225.35,4/1/2017
KS,2017,3,229.55,227.43,7/1/2017
KS,2017,4,228.45,229.83,10/1/2017
KS,2018,1,232.84,234.26,1/1/2018
KS,2018,2,240.4,236.82,4/1/2018
KS,2018,3,239.92,237.77,7/1/2018
KS,2018,4,240.89,242.38,10/1/2018
KS,2019,1,244.01,245.45,1/1/2019
KS,2019,2,250.55,246.77,4/1/2019
KS,2019,3,253.67,251.36,7/1/2019
KS,2019,4,253.72,255.43,10/1/2019
KS,2020,1,256.67,258.22,1/1/2020
KS,2020,2,265.49,261.38,4/1/2020
KS,2020,3,276.3,273.52,7/1/2020
KS,2020,4,281.6,283.95,10/1/2020
KS,2021,1,288.33,290.01,1/1/2021
KS,2021,2,308.98,304.04,4/1/2021
KS,2021,3,315.93,312.55,7/1/2021
KS,2021,4,318.42,321.53,10/1/2021
KS,2022,1,332.09,333.98,1/1/2022
KS,2022,2,348.72,342.91,4/1/2022
KS,2022,3,349.56,345.63,7/1/2022
KS,2022,4,344.22,348.14,10/1/2022
KS,2023,1,349.61,351.37,1/1/2023
KS,2023,2,366.88,360.59,4/1/2023
KS,2023,3,375.38,371.17,7/1/2023
KS,2023,4,373.63,378.19,10/1/2023
KS,2024,1,384.82,386.55,1/1/2024
KS,2024,2,395.3,388.52,4/1/2024
KS,2024,3,396.81,392.33,7/1/2024
KY,1991,1,100,100,1/1/1991
KY,1991,2,100.3,100.31,4/1/1991
KY,1991,3,100.3,100.43,7/1/1991
KY,1991,4,101.21,101.7,10/1/1991
KY,1992,1,103.18,103.2,1/1/1992
KY,1992,2,103.44,103.45,4/1/1992
KY,1992,3,105.16,105.29,7/1/1992
KY,1992,4,106.28,106.76,10/1/1992
KY,1993,1,107.6,107.68,1/1/1993
KY,1993,2,109.4,109.42,4/1/1993
KY,1993,3,110.29,110.36,7/1/1993
KY,1993,4,111,111.48,10/1/1993
KY,1994,1,114.09,114.28,1/1/1994
KY,1994,2,115.46,115.47,4/1/1994
KY,1994,3,116.79,116.78,7/1/1994
KY,1994,4,117.25,117.74,10/1/1994
KY,1995,1,118.48,118.78,1/1/1995
KY,1995,2,120.28,120.28,4/1/1995
KY,1995,3,121.54,121.45,7/1/1995
KY,1995,4,122.89,123.38,10/1/1995
KY,1996,1,123.22,123.64,1/1/1996
KY,1996,2,125.18,125.17,4/1/1996
KY,1996,3,126.96,126.82,7/1/1996
KY,1996,4,127.54,128.03,10/1/1996
KY,1997,1,128.87,129.37,1/1/1997
KY,1997,2,130.16,130.16,4/1/1997
KY,1997,3,131.57,131.4,7/1/1997
KY,1997,4,131.41,131.88,10/1/1997
KY,1998,1,132.42,132.97,1/1/1998
KY,1998,2,135.27,135.25,4/1/1998
KY,1998,3,136.42,136.25,7/1/1998
KY,1998,4,137.9,138.36,10/1/1998
KY,1999,1,139.71,140.35,1/1/1999
KY,1999,2,141.95,141.88,4/1/1999
KY,1999,3,144.01,143.89,7/1/1999
KY,1999,4,144.78,145.18,10/1/1999
KY,2000,1,146.74,147.5,1/1/2000
KY,2000,2,148.36,148.23,4/1/2000
KY,2000,3,149.55,149.47,7/1/2000
KY,2000,4,150.3,150.63,10/1/2000
KY,2001,1,150.8,151.67,1/1/2001
KY,2001,2,153.51,153.32,4/1/2001
KY,2001,3,154.59,154.54,7/1/2001
KY,2001,4,155.91,156.2,10/1/2001
KY,2002,1,155.86,156.85,1/1/2002
KY,2002,2,158.89,158.65,4/1/2002
KY,2002,3,159.16,159.06,7/1/2002
KY,2002,4,161.5,161.83,10/1/2002
KY,2003,1,162.16,163.25,1/1/2003
KY,2003,2,165.53,165.23,4/1/2003
KY,2003,3,167.7,167.5,7/1/2003
KY,2003,4,168.32,168.76,10/1/2003
KY,2004,1,171.05,172.28,1/1/2004
KY,2004,2,172.89,172.51,4/1/2004
KY,2004,3,174.78,174.41,7/1/2004
KY,2004,4,176.38,177.03,10/1/2004
KY,2005,1,176.98,178.34,1/1/2005
KY,2005,2,180.72,180.22,4/1/2005
KY,2005,3,182.95,182.35,7/1/2005
KY,2005,4,183.34,184.21,10/1/2005
KY,2006,1,185.88,187.49,1/1/2006
KY,2006,2,188.19,187.51,4/1/2006
